140801,27015
140802,37766
140803,37180
140804,43708
140805,59280
140806,75458
140807,66900
140808,64976
140809,57177
140810,58522
140811,63899
140812,60022
140813,57068
140814,57349
140815,52739
140816,21740
140817,15386
140818,17206
140819,16283
140820,14269
140821,12695
140822,10569
140823,8951
140824,8963
140825,10361
140826,9143
140827,9444
140828,9839
140829,8700
140830,7402
140831,6906
