140827,"localhost",2
140827,"orixlife.demo.mitsue.com",2
140827,"orixlife.digitaldesk.jp",12
140827,"orix.preview.i-studio.co.jp",12
140827,"www.hazardlab.jp",1
140827,"www.orixlife.jp",6616
140827,"wwwst.orixlife.jp",6
