140801,34314
140802,44403
140803,43549
140804,51484
140805,67730
140806,84754
140807,75639
140808,72877
140809,64634
140810,66387
140811,73919
140812,70102
140813,65909
140814,65912
140815,61196
140816,29202
140817,22043
140818,24718
140819,23783
140820,20490
140821,21858
140822,18938
140823,13498
140824,14116
140825,16464
140826,15135
140827,14662
140828,14792
140829,14548
140830,12016
140831,11762
