140801,1700
140802,1758
140803,1769
140804,2722
140805,2520
140806,2283
140807,2151
140808,1858
140809,1852
140810,1832
140811,1849
140812,1753
140813,1569
140814,1741
140815,1903
140816,2048
140817,1670
140818,2069
140819,2160
140820,1953
140821,2072
140822,1750
140823,1944
140824,1998
140825,2163
140826,2256
140827,2280
140828,2318
140829,1843
140830,1482
140831,1602
