140810,0,0,0,20389
140810,10166869,0,3,2
140810,10166870,0,3,11
140810,10166871,0,3,3
140810,10166872,0,3,30
140810,10166872,1,3,1
140810,10166881,0,3,1
140810,10166882,0,3,2
140810,10166882,1,3,1
140810,10166889,0,3,1
140810,10166890,0,3,4
140810,10166891,0,3,30
140810,10166891,1,3,1
140810,10166892,0,3,6
140810,10166892,1,3,1
140810,10166893,0,3,6
140810,10166894,0,3,5
140810,10166894,1,3,1
140810,10166900,0,3,6
140810,10166901,0,3,16
140810,10166902,0,3,32
140810,10166903,0,3,52
140810,10166903,1,3,1
140810,10166904,0,3,1
140810,10166905,0,3,2
140810,10166906,0,3,1
140810,10166907,0,3,1
140810,10166908,0,3,28
140810,10166908,1,3,1
140810,10166909,0,3,15
140810,10166910,0,3,22
140810,10166910,4,3,1
140810,10166911,0,3,41
140810,10166912,0,3,9
140810,10166912,4,3,1
140810,10166914,0,3,2
140810,10166917,0,3,168
140810,10166917,4,3,1
140810,10166918,0,3,55
140810,10166918,4,3,1
140810,10166919,0,3,6
140810,10166919,4,3,2
140810,10166920,0,3,2
140810,10166925,0,3,17
140810,10166926,0,3,62
140810,10166927,0,3,11
140810,10166928,0,3,79
140810,10166928,4,3,2
140810,10166929,0,3,29
140810,10166929,4,3,1
140810,10166930,0,3,2
140810,10166930,4,3,1
140810,10166934,0,3,2
140810,10166934,4,3,1
140810,10166935,0,3,7
140810,10166936,0,3,4
140810,10166937,0,3,3
140810,10166938,0,3,5
140810,10166939,0,3,5
140810,10166943,0,3,3
140810,10166944,0,3,1
140810,10166945,0,3,1
140810,10166946,0,3,1
140810,10166946,4,3,1
140810,10166947,0,3,41
140810,10166947,4,3,2
140810,10166948,0,3,13
140810,10166948,4,3,2
140810,10166949,0,3,60
140810,10166950,0,3,4
140810,10175931,0,3,1
140810,10175932,0,3,7
140810,10175933,0,3,2
140810,10175934,0,3,2
140810,10175935,0,3,1
140810,10212918,0,3,3
140810,10212924,0,3,16
140810,10212937,0,3,2
140810,10213024,0,3,3
140810,10213024,4,3,2
140810,10213025,0,3,9
140810,10213025,4,3,1
140810,10213811,0,3,3
140810,10213812,0,3,7
140810,10213812,1,3,1
140810,10213813,0,3,2
140810,10213814,0,3,2
140810,10213814,1,3,1
140810,10216956,0,3,37
140810,10216957,0,3,3
140810,10216959,0,3,7
140810,10216960,0,3,6
140810,10216961,0,3,2
140810,10217051,0,3,20
140810,10217053,0,3,33
140810,10217055,0,3,2
140810,10217056,0,3,105
140810,10217056,4,3,9
140810,10230647,0,3,1
140810,10230655,0,3,8
140810,10230659,0,3,75
140810,10230659,1,3,1
140810,10230661,0,3,1
140810,10230682,0,3,1
140810,10230686,0,3,2
140810,10230687,0,3,2
140810,10230699,0,3,14
140810,10230699,4,3,2
140810,10249783,0,3,34
140810,10249783,1,3,1
140810,10249784,0,3,4
140810,10249785,0,3,28
140810,10249785,1,3,2
140810,10259607,0,3,6
140810,304269,26536,1,73286
140810,307761,30768,2,6
140810,307761,30768,4,5
140810,307761,33354,1,166
140810,307761,33354,4,1494
140810,307761,37344,1,1
140810,307761,37344,4,11
140810,307761,70689,1,23
140810,307761,70689,4,207
140810,355827,76072,1,39251
140810,355827,76072,4,103466
140810,358278,49864,1,4
140810,358278,49864,4,4
140810,358278,74019,1,1
140810,405642,30769,2,16
140810,405642,30769,4,16
140810,405642,87632,2,10
140810,405642,87632,4,10
140810,409629,27848,2,9
140810,409629,27848,4,9
140810,409629,28950,2,34
140810,409629,28950,4,34
140810,409629,33029,2,145
140810,409629,33029,4,137
140810,409629,37344,1,178978
140810,409629,37344,2,67
140810,409629,37344,4,1079940
140810,409629,39858,1,2
140810,409629,49499,2,492
140810,409629,49499,4,482
140810,409629,49864,1,59
140810,409629,70689,1,17578
140810,409629,70689,2,55
140810,409629,70689,4,84561
140810,409629,74019,1,46
140810,409629,74019,4,414
140810,409629,74239,1,147
140810,409629,74239,4,6
140810,409629,82753,1,19590
140810,409629,82753,2,40
140810,409629,82753,4,60476
140810,409629,89619,2,1
140810,421670,66166,2,443
140810,421670,66166,4,410
140810,422046,30768,2,1
140810,422046,30768,4,1
140810,422046,89424,2,194
140810,422046,89424,4,183
140810,422155,27853,2,641
140810,422155,27853,4,590
140810,422474,43156,2,5
140810,422474,43156,4,5
140810,422935,89424,2,1
140810,424075,89424,2,29
140810,424075,89424,4,29
140810,436483,44288,1,3
140810,436483,49976,1,59
140810,436483,49976,2,20
140810,439347,89424,2,298
140810,439347,89424,4,296
140810,439576,43156,2,14
140810,439576,43156,4,9
