140802,"307761","30768",6
140802,"307761","33354",15
140802,"355827","76072",3986
140802,"405642","30769",2
140802,"405642","87632",8
140802,"409629","27848",27
140802,"409629","28950",43
140802,"409629","37344",33382
140802,"409629","49499",316
140802,"409629","49864",74
140802,"409629","70689",33
140802,"409629","74019",3
140802,"409629","82753",2
140802,"409629","89619",8
140802,"421670","66166",455
140802,"422046","30768",2
140802,"422046","89424",67
140802,"422155","27853",649
140802,"422174","43156",2
140802,"422474","43156",9
140802,"424075","89424",1
140802,"431241","43156",3
140802,"439347","89424",126
140802,"439576","43156",29
