140808,"10166869",2
140808,"10166870",6
140808,"10166871",9
140808,"10166872",33
140808,"10166874",1
140808,"10166881",8
140808,"10166882",8
140808,"10166887",1
140808,"10166890",5
140808,"10166891",37
140808,"10166892",5
140808,"10166893",11
140808,"10166894",5
140808,"10166899",1
140808,"10166900",5
140808,"10166901",9
140808,"10166902",24
140808,"10166903",43
140808,"10166904",1
140808,"10166905",1
140808,"10166906",1
140808,"10166908",10
140808,"10166909",6
140808,"10166910",10
140808,"10166911",26
140808,"10166912",11
140808,"10166914",7
140808,"10166917",111
140808,"10166918",49
140808,"10166919",7
140808,"10166920",3
140808,"10166925",17
140808,"10166926",34
140808,"10166927",8
140808,"10166928",72
140808,"10166929",10
140808,"10166931",1
140808,"10166934",1
140808,"10166935",6
140808,"10166936",8
140808,"10166937",8
140808,"10166938",8
140808,"10166939",2
140808,"10166940",1
140808,"10166942",1
140808,"10166943",5
140808,"10166945",1
140808,"10166946",1
140808,"10166947",27
140808,"10166948",7
140808,"10166949",18
140808,"10166950",2
140808,"10175931",1
140808,"10175932",5
140808,"10175933",5
140808,"10175934",1
140808,"10175935",2
140808,"10212918",3
140808,"10212924",12
140808,"10212927",2
140808,"10212937",4
140808,"10212938",2
140808,"10213024",4
140808,"10213811",5
140808,"10213812",4
140808,"10213813",2
140808,"10213814",3
140808,"10213817",1
140808,"10216956",16
140808,"10216957",2
140808,"10216959",12
140808,"10216960",1
140808,"10217051",6
140808,"10217053",10
140808,"10217055",2
140808,"10217056",75
140808,"10230653",1
140808,"10230655",4
140808,"10230659",56
140808,"10230686",2
140808,"10230687",1
140808,"10230688",3
140808,"10230691",1
140808,"10230695",1
140808,"10230699",4
140808,"10249783",28
140808,"10249784",5
140808,"10249785",35
140808,"10259607",2
