140801,10166869,3,2
140801,10166870,3,5
140801,10166871,3,17
140801,10166872,3,25
140801,10166874,3,2
140801,10166877,3,7
140801,10166881,3,12
140801,10166882,3,11
140801,10166886,3,2
140801,10166888,3,2
140801,10166890,3,29
140801,10166891,3,41
140801,10166892,3,23
140801,10166894,3,29
140801,10166896,3,1
140801,10166897,3,8
140801,10166898,3,1
140801,10166899,3,8
140801,10166900,3,5
140801,10166901,3,13
140801,10166903,3,21
140801,10166905,3,1
140801,10166908,3,23
140801,10166911,3,27
140801,10166912,3,5
140801,10166913,3,5
140801,10166914,3,7
140801,10166915,3,2
140801,10166918,3,68
140801,10166919,3,4
140801,10166920,3,6
140801,10166921,3,18
140801,10166922,3,15
140801,10166923,3,3
140801,10166925,3,31
140801,10166927,3,15
140801,10166928,3,108
140801,10166929,3,43
140801,10166930,3,1
140801,10166931,3,1
140801,10166933,3,1
140801,10166935,3,16
140801,10166936,3,17
140801,10166937,3,20
140801,10166938,3,8
140801,10166939,3,4
140801,10166940,3,2
140801,10166942,3,7
140801,10166943,3,5
140801,10166944,3,2
140801,10166945,3,3
140801,10166946,3,1
140801,10166947,3,20
140801,10166948,3,14
140801,10166949,3,19
140801,10166950,3,8
140801,10175930,3,1
140801,10175932,3,5
140801,10175933,3,6
140801,10175934,3,4
140801,10212918,3,1
140801,10212921,3,1
140801,10212924,3,11
140801,10212927,3,2
140801,10212938,3,2
140801,10213024,3,2
140801,10213272,3,1
140801,10213811,3,10
140801,10213812,3,4
140801,10213813,3,6
140801,10213814,3,4
140801,10213817,3,1
140801,10216955,3,4
140801,10216956,3,43
140801,10216957,3,11
140801,10216959,3,30
140801,10216961,3,2
140801,10217051,3,11
140801,10217053,3,20
140801,10217054,3,4
140801,10217055,3,9
140801,10217056,3,208
140801,10217057,3,1
140801,10217058,3,7
140801,10230653,3,1
140801,10230655,3,10
140801,10230659,3,43
140801,10230661,3,1
140801,10230686,3,6
140801,10230687,3,4
140801,10230688,3,2
140801,10230699,3,8
140801,10249783,3,32
140801,10249784,3,16
140801,10249785,3,55
140801,10259607,3,1
140801,307761,2,4
140801,405642,2,26
140801,409629,2,607
140801,421670,2,376
140801,422046,2,14
140801,422155,2,746
140801,422474,2,35
140801,422935,2,7
140801,424075,2,14
140801,431241,2,11
140801,436483,2,12
140801,439347,2,256
140801,439576,2,74
140802,10166869,3,2
140802,10166870,3,10
140802,10166871,3,12
140802,10166872,3,35
140802,10166873,3,1
140802,10166881,3,10
140802,10166882,3,12
140802,10166885,3,4
140802,10166888,3,1
140802,10166889,3,5
140802,10166890,3,4
140802,10166891,3,34
140802,10166892,3,4
140802,10166894,3,8
140802,10166897,3,6
140802,10166898,3,8
140802,10166900,3,2
140802,10166901,3,11
140802,10166903,3,38
140802,10166904,3,1
140802,10166905,3,3
140802,10166907,3,2
140802,10166908,3,20
140802,10166911,3,21
140802,10166912,3,4
140802,10166913,3,2
140802,10166914,3,8
140802,10166918,3,52
140802,10166919,3,5
140802,10166920,3,1
140802,10166921,3,25
140802,10166922,3,15
140802,10166923,3,2
140802,10166925,3,23
140802,10166927,3,5
140802,10166928,3,75
140802,10166929,3,6
140802,10166930,3,2
140802,10166931,3,5
140802,10166934,3,3
140802,10166935,3,10
140802,10166936,3,6
140802,10166937,3,14
140802,10166938,3,2
140802,10166939,3,1
140802,10166940,3,2
140802,10166943,3,6
140802,10166944,3,2
140802,10166947,3,38
140802,10166948,3,10
140802,10166949,3,43
140802,10166950,3,2
140802,10175929,3,1
140802,10175931,3,1
140802,10175932,3,9
140802,10175933,3,2
140802,10175934,3,1
140802,10175935,3,3
140802,10212918,3,1
140802,10212924,3,12
140802,10212927,3,1
140802,10212937,3,1
140802,10212938,3,8
140802,10213024,3,2
140802,10213025,3,4
140802,10213273,3,1
140802,10213811,3,5
140802,10213812,3,5
140802,10213813,3,3
140802,10213814,3,5
140802,10213817,3,1
140802,10216956,3,31
140802,10216957,3,7
140802,10216959,3,23
140802,10216961,3,1
140802,10217051,3,14
140802,10217053,3,14
140802,10217054,3,1
140802,10217055,3,2
140802,10217056,3,55
140802,10217058,3,1
140802,10230654,3,1
140802,10230655,3,7
140802,10230659,3,49
140802,10230661,3,2
140802,10230686,3,2
140802,10230699,3,13
140802,10249783,3,26
140802,10249784,3,5
140802,10249785,3,39
140802,10259555,3,1
140802,10259607,3,6
140802,307761,2,7
140802,405642,2,13
140802,409629,2,492
140802,421670,2,539
140802,422046,2,133
140802,422155,2,780
140802,422174,2,2
140802,422474,2,15
140802,422935,2,2
140802,424075,2,3
140802,431241,2,4
140802,436483,2,16
140802,439347,2,215
140802,439576,2,68
140803,10166869,3,3
140803,10166870,3,14
140803,10166871,3,3
140803,10166872,3,31
140803,10166877,3,1
140803,10166881,3,9
140803,10166882,3,9
140803,10166887,3,1
140803,10166888,3,2
140803,10166890,3,5
140803,10166891,3,36
140803,10166892,3,8
140803,10166894,3,9
140803,10166896,3,1
140803,10166897,3,10
140803,10166898,3,4
140803,10166900,3,5
140803,10166901,3,10
140803,10166903,3,34
140803,10166905,3,3
140803,10166908,3,25
140803,10166911,3,26
140803,10166912,3,6
140803,10166913,3,1
140803,10166914,3,5
140803,10166915,3,1
140803,10166918,3,49
140803,10166919,3,4
140803,10166921,3,20
140803,10166922,3,16
140803,10166925,3,16
140803,10166927,3,9
140803,10166928,3,70
140803,10166929,3,15
140803,10166930,3,3
140803,10166935,3,9
140803,10166936,3,5
140803,10166937,3,7
140803,10166938,3,4
140803,10166939,3,4
140803,10166940,3,1
140803,10166943,3,2
140803,10166945,3,1
140803,10166947,3,20
140803,10166948,3,15
140803,10166949,3,44
140803,10166950,3,7
140803,10175931,3,1
140803,10175932,3,14
140803,10175933,3,9
140803,10175934,3,1
140803,10212918,3,4
140803,10212924,3,31
140803,10212927,3,3
140803,10212938,3,5
140803,10213024,3,1
140803,10213025,3,2
140803,10213811,3,9
140803,10213812,3,6
140803,10213813,3,4
140803,10213814,3,5
140803,10216956,3,27
140803,10216957,3,4
140803,10216959,3,21
140803,10216961,3,3
140803,10217051,3,11
140803,10217053,3,20
140803,10217055,3,3
140803,10217056,3,74
140803,10230655,3,2
140803,10230659,3,40
140803,10230661,3,1
140803,10230686,3,3
140803,10230687,3,1
140803,10230691,3,1
140803,10230697,3,1
140803,10230699,3,3
140803,10249783,3,26
140803,10249784,3,7
140803,10249785,3,45
140803,10259607,3,3
140803,307761,2,4
140803,405642,2,30
140803,409629,2,533
140803,421670,2,542
140803,422046,2,118
140803,422155,2,788
140803,422474,2,9
140803,422935,2,1
140803,424075,2,1
140803,431241,2,2
140803,436483,2,16
140803,439347,2,280
140803,439576,2,17
140804,10166869,3,4
140804,10166870,3,12
140804,10166871,3,8
140804,10166872,3,31
140804,10166873,3,1
140804,10166874,3,6
140804,10166881,3,13
140804,10166882,3,11
140804,10166885,3,4
140804,10166889,3,2
140804,10166890,3,13
140804,10166891,3,41
140804,10166892,3,8
140804,10166894,3,10
140804,10166897,3,6
140804,10166898,3,2
140804,10166899,3,1
140804,10166900,3,8
140804,10166901,3,25
140804,10166903,3,43
140804,10166905,3,6
140804,10166906,3,1
140804,10166908,3,28
140804,10166911,3,31
140804,10166912,3,11
140804,10166914,3,10
140804,10166918,3,180
140804,10166919,3,6
140804,10166921,3,42
140804,10166922,3,20
140804,10166923,3,1
140804,10166925,3,67
140804,10166927,3,12
140804,10166928,3,129
140804,10166929,3,21
140804,10166930,3,3
140804,10166931,3,1
140804,10166934,3,18
140804,10166935,3,22
140804,10166936,3,17
140804,10166937,3,10
140804,10166938,3,14
140804,10166939,3,4
140804,10166940,3,1
140804,10166943,3,4
140804,10166944,3,4
140804,10166945,3,5
140804,10166946,3,2
140804,10166947,3,33
140804,10166948,3,28
140804,10166949,3,47
140804,10166950,3,4
140804,10175931,3,1
140804,10175932,3,13
140804,10175933,3,8
140804,10212918,3,2
140804,10212921,3,2
140804,10212924,3,23
140804,10212930,3,1
140804,10212937,3,1
140804,10212938,3,6
140804,10213024,3,3
140804,10213025,3,4
140804,10213272,3,2
140804,10213273,3,1
140804,10213811,3,7
140804,10213812,3,2
140804,10213813,3,1
140804,10213814,3,3
140804,10213816,3,1
140804,10213817,3,2
140804,10216956,3,33
140804,10216957,3,9
140804,10216959,3,21
140804,10216961,3,1
140804,10217051,3,3
140804,10217052,3,1
140804,10217053,3,69
140804,10217055,3,6
140804,10217056,3,130
140804,10217057,3,2
140804,10230644,3,3
140804,10230653,3,1
140804,10230654,3,1
140804,10230655,3,13
140804,10230659,3,60
140804,10230661,3,2
140804,10230682,3,1
140804,10230686,3,3
140804,10230687,3,2
140804,10230699,3,8
140804,10249783,3,38
140804,10249784,3,4
140804,10249785,3,36
140804,10259555,3,2
140804,10259607,3,8
140804,307761,2,5
140804,405642,2,33
140804,409629,2,502
140804,421670,2,639
140804,422046,2,233
140804,422155,2,1148
140804,422474,2,5
140804,422935,2,6
140804,424075,2,599
140804,431241,2,5
140804,436483,2,4
140804,439347,2,308
140804,439576,2,82
140805,10166869,3,1
140805,10166870,3,8
140805,10166871,3,20
140805,10166872,3,24
140805,10166873,3,1
140805,10166874,3,2
140805,10166881,3,11
140805,10166882,3,16
140805,10166885,3,7
140805,10166888,3,6
140805,10166889,3,2
140805,10166890,3,8
140805,10166891,3,35
140805,10166892,3,7
140805,10166893,3,2
140805,10166894,3,7
140805,10166898,3,2
140805,10166899,3,2
140805,10166900,3,4
140805,10166901,3,8
140805,10166902,3,13
140805,10166903,3,46
140805,10166904,3,1
140805,10166905,3,4
140805,10166908,3,22
140805,10166909,3,8
140805,10166910,3,1
140805,10166911,3,20
140805,10166912,3,5
