140801,1190
140802,835
140803,796
140804,1362
140805,999
140806,1103
140807,1088
140808,988
140809,1051
140810,1163
140811,1026
140812,967
140813,901
140814,895
140815,880
140816,969
140817,1058
140818,1346
140819,1314
140820,1218
140821,1208
140822,1246
140823,1169
140824,1366
140825,1705
140826,1716
140827,1786
140828,1774
140829,1399
140830,1226
140831,1346
