140821,"10166869",3
140821,"10166870",13
140821,"10166871",13
140821,"10166872",24
140821,"10166874",2
140821,"10166881",6
140821,"10166882",10
140821,"10166885",3
140821,"10166888",1
140821,"10166889",1
140821,"10166890",8
140821,"10166891",40
140821,"10166892",4
140821,"10166893",9
140821,"10166894",8
140821,"10166895",1
140821,"10166896",1
140821,"10166899",1
140821,"10166900",7
140821,"10166901",10
140821,"10166902",30
140821,"10166903",41
140821,"10166904",1
140821,"10166905",5
140821,"10166906",2
140821,"10166907",1
140821,"10166908",17
140821,"10166909",3
140821,"10166910",22
140821,"10166911",52
140821,"10166912",7
140821,"10166914",11
140821,"10166915",2
140821,"10166917",119
140821,"10166918",46
140821,"10166919",7
140821,"10166920",2
140821,"10166923",1
140821,"10166925",12
140821,"10166926",52
140821,"10166927",12
140821,"10166928",55
140821,"10166929",14
140821,"10166934",5
140821,"10166935",7
140821,"10166936",5
140821,"10166937",13
140821,"10166938",4
140821,"10166939",5
140821,"10166942",2
140821,"10166943",4
140821,"10166944",2
140821,"10166945",2
140821,"10166946",4
140821,"10166947",23
140821,"10166948",18
140821,"10166949",28
140821,"10166950",8
140821,"10175931",1
140821,"10175932",4
140821,"10175933",3
140821,"10175935",3
140821,"10212918",3
140821,"10212924",10
140821,"10212927",3
140821,"10212937",3
140821,"10212938",7
140821,"10213024",2
140821,"10213025",2
140821,"10216956",21
140821,"10216957",4
140821,"10216959",14
140821,"10216961",3
140821,"10217051",13
140821,"10217052",1
140821,"10217053",12
140821,"10217055",7
140821,"10217056",96
140821,"10217058",1
140821,"10230653",1
140821,"10230654",1
140821,"10230655",10
140821,"10230659",64
140821,"10230661",2
140821,"10230682",1
140821,"10230686",6
140821,"10230687",2
140821,"10230691",1
140821,"10230699",12
140821,"10259555",1
140821,"10259607",8
140821,"10273321",10
140821,"10273322",22
140821,"10273323",12
140821,"10273324",22
140821,"10273325",7
140821,"10273326",55
140821,"10273328",3
140821,"10273329",10
140821,"10273391",3
140821,"304269",8521
140821,"307761",79
140821,"355827",5646
140821,"358278",9
140821,"405642",24
140821,"409629",8247
140821,"421670",370
140821,"422046",106
140821,"422155",561
140821,"422174",1
140821,"422474",11
140821,"431241",4
140821,"436483",3
140821,"439347",231
140821,"439576",8
