140814,10166869,0,3,2
140814,10166870,0,3,7
140814,10166871,0,3,12
140814,10166872,0,3,20
140814,10166872,1,3,1
140814,10166873,0,3,1
140814,10166877,0,3,2
140814,10166881,0,3,3
140814,10166882,0,3,3
140814,10166882,1,3,1
140814,10166885,0,3,1
140814,10166887,0,3,1
140814,10166888,0,3,1
140814,10166890,0,3,4
140814,10166891,0,3,40
140814,10166891,1,3,1
140814,10166892,0,3,5
140814,10166893,0,3,6
140814,10166894,0,3,12
140814,10166894,1,3,2
140814,10166899,0,3,1
140814,10166900,0,3,4
140814,10166901,0,3,13
140814,10166902,0,3,40
140814,10166903,0,3,45
140814,10166903,1,3,1
140814,10166905,0,3,3
140814,10166907,0,3,1
140814,10166908,0,3,16
140814,10166909,0,3,8
140814,10166910,0,3,18
140814,10166911,0,3,19
140814,10166912,0,3,8
140814,10166914,0,3,3
140814,10166915,0,3,1
140814,10166917,0,3,99
140814,10166917,4,3,1
140814,10166918,0,3,29
140814,10166919,0,3,3
140814,10166925,0,3,14
140814,10166926,0,3,55
140814,10166927,0,3,4
140814,10166928,0,3,81
140814,10166928,4,3,3
140814,10166929,0,3,26
140814,10166935,0,3,4
140814,10166936,0,3,5
140814,10166937,0,3,2
140814,10166938,0,3,7
140814,10166939,0,3,5
140814,10166940,0,3,2
140814,10166942,0,3,1
140814,10166943,0,3,4
140814,10166943,4,3,1
140814,10166944,0,3,4
140814,10166945,0,3,1
140814,10166946,0,3,1
140814,10166947,0,3,15
140814,10166947,4,3,1
140814,10166948,0,3,18
140814,10166949,0,3,20
140814,10166950,0,3,2
140814,10175931,0,3,2
140814,10175932,0,3,9
140814,10175933,0,3,1
140814,10175935,0,3,1
140814,10212918,0,3,2
140814,10212924,0,3,17
140814,10212927,0,3,2
140814,10212937,0,3,3
140814,10212938,0,3,3
140814,10213024,0,3,5
140814,10213811,0,3,3
140814,10213812,0,3,1
140814,10213814,0,3,4
140814,10213818,0,3,1
140814,10216956,0,3,23
140814,10216957,0,3,10
140814,10216959,0,3,6
140814,10216959,1,3,1
140814,10216961,0,3,1
140814,10217051,0,3,8
140814,10217053,0,3,11
140814,10217055,0,3,4
140814,10217056,0,3,72
140814,10230655,0,3,7
140814,10230659,0,3,55
140814,10230661,0,3,2
140814,10230686,0,3,1
140814,10230687,0,3,1
140814,10230699,0,3,7
140814,10249783,0,3,25
140814,10249784,0,3,7
140814,10249785,0,3,30
140814,10249785,1,3,3
140814,10259555,0,3,1
140814,10259607,0,3,3
140814,307761,30768,2,12
140814,307761,33354,2,69
140814,307761,70689,2,27
140814,358278,74019,2,10
140814,405642,30769,2,14
140814,405642,87632,2,7
140814,409629,27848,2,25
140814,409629,28950,2,40
140814,409629,33029,2,194
140814,409629,37344,2,78
140814,409629,49499,2,286
140814,409629,70689,2,64
140814,409629,74019,2,7
140814,409629,82753,2,39
140814,421670,66166,2,424
140814,422046,30768,2,2
140814,422046,89424,2,191
140814,422155,27853,2,547
140814,422474,43156,2,6
140814,424075,89424,2,13
140814,436483,49976,2,3
140814,439347,89424,2,226
