140801,34081
140802,44147
140803,43314
140804,51079
140805,67301
140806,84368
140807,75312
140808,72566
140809,64336
140810,66103
140811,73644
140812,69826
140813,65667
140814,65658
140815,60880
140816,28903
140817,21756
140818,24319
140819,23360
140820,20093
140821,21435
140822,18599
140823,13106
140824,13715
140825,15965
140826,14713
140827,14195
140828,14283
140829,14143
140830,11661
140831,11439
